Team;Year;Attemp2pt;Success2pt;Attemptkick;Successkick
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
STL ; 2011 ; 0 ; 0 ; 1 ; 1
JAC ; 2011 ; 0 ; 0 ; 1 ; 1
CAR ; 2011 ; 1 ; 1 ; 0 ; 0
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 1 ; 1 ; 0 ; 0
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 1 ; 1 ; 0 ; 0
NE ; 2011 ; 0 ; 0 ; 1 ; 1
NE ; 2011 ; 0 ; 0 ; 1 ; 1
NE ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 0 ; 0 ; 1 ; 1
NE ; 2011 ; 0 ; 0 ; 1 ; 1
MIA ; 2011 ; 0 ; 0 ; 1 ; 1
CLE ; 2011 ; 0 ; 0 ; 1 ; 1
CLE ; 2011 ; 0 ; 0 ; 1 ; 1
DEN ; 2011 ; 0 ; 0 ; 1 ; 1
TEN ; 2011 ; 0 ; 0 ; 1 ; 1
DEN ; 2011 ; 0 ; 0 ; 1 ; 1
TEN ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 1 ; 1 ; 0 ; 0
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
MIN ; 2011 ; 0 ; 0 ; 1 ; 1
MIN ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
SF ; 2011 ; 0 ; 0 ; 1 ; 1
OAK ; 2011 ; 0 ; 0 ; 1 ; 1
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
OAK ; 2011 ; 0 ; 0 ; 1 ; 1
OAK ; 2011 ; 0 ; 0 ; 1 ; 1
OAK ; 2011 ; 0 ; 0 ; 1 ; 1
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
SD ; 2011 ; 0 ; 0 ; 1 ; 1
KC ; 2011 ; 0 ; 0 ; 1 ; 1
SD ; 2011 ; 0 ; 0 ; 1 ; 1
KC ; 2011 ; 0 ; 0 ; 1 ; 1
BAL ; 2011 ; 0 ; 0 ; 1 ; 1
BAL ; 2011 ; 0 ; 0 ; 1 ; 1
BAL ; 2011 ; 0 ; 0 ; 1 ; 1
STL ; 2011 ; 0 ; 0 ; 1 ; 1
BAL ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
ARI ; 2011 ; 0 ; 0 ; 1 ; 1
SEA ; 2011 ; 0 ; 0 ; 1 ; 1
TB ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
IND ; 2011 ; 0 ; 0 ; 1 ; 1
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
IND ; 2011 ; 0 ; 0 ; 1 ; 1
WAS ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 0 ; 0 ; 1 ; 1
CIN ; 2011 ; 0 ; 0 ; 1 ; 1
CIN ; 2011 ; 0 ; 0 ; 1 ; 1
TEN ; 2011 ; 0 ; 0 ; 1 ; 1
TEN ; 2011 ; 0 ; 0 ; 1 ; 1
TEN ; 2011 ; 0 ; 0 ; 1 ; 1
TEN ; 2011 ; 0 ; 0 ; 1 ; 1
CLE ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
DAL ; 2011 ; 0 ; 0 ; 1 ; 1
DAL ; 2011 ; 0 ; 0 ; 1 ; 1
DAL ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
SF ; 2011 ; 0 ; 0 ; 1 ; 1
SF ; 2011 ; 0 ; 0 ; 1 ; 1
SF ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
CAR ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
CAR ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
CAR ; 2011 ; 1 ; 0 ; 0 ; 0
WAS ; 2011 ; 0 ; 0 ; 1 ; 1
WAS ; 2011 ; 0 ; 0 ; 1 ; 1
STL ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
JAC ; 2011 ; 0 ; 0 ; 1 ; 1
MIN ; 2011 ; 0 ; 0 ; 1 ; 1
KC ; 2011 ; 0 ; 0 ; 1 ; 1
MIN ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
ARI ; 2011 ; 0 ; 0 ; 1 ; 1
ARI ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
ARI ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
SEA ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
SEA ; 2011 ; 0 ; 0 ; 1 ; 1
SEA ; 2011 ; 0 ; 0 ; 1 ; 1
SEA ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
DEN ; 2011 ; 0 ; 0 ; 1 ; 1
DEN ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
DEN ; 2011 ; 1 ; 0 ; 0 ; 0
NE ; 2011 ; 0 ; 0 ; 1 ; 1
OAK ; 2011 ; 0 ; 0 ; 1 ; 1
NE ; 2011 ; 0 ; 0 ; 1 ; 1
NE ; 2011 ; 0 ; 0 ; 1 ; 1
NE ; 2011 ; 0 ; 0 ; 1 ; 1
OAK ; 2011 ; 1 ; 0 ; 0 ; 0
MIA ; 2011 ; 0 ; 0 ; 1 ; 1
SD ; 2011 ; 0 ; 0 ; 1 ; 1
SD ; 2011 ; 0 ; 0 ; 1 ; 1
BAL ; 2011 ; 0 ; 0 ; 1 ; 1
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
BAL ; 2011 ; 0 ; 0 ; 1 ; 1
BAL ; 2011 ; 0 ; 0 ; 1 ; 1
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
BAL ; 2011 ; 0 ; 0 ; 1 ; 1
IND ; 2011 ; 0 ; 0 ; 1 ; 1
TB ; 2011 ; 0 ; 0 ; 1 ; 1
IND ; 2011 ; 0 ; 0 ; 1 ; 1
TB ; 2011 ; 0 ; 0 ; 1 ; 1
TB ; 2011 ; 0 ; 0 ; 1 ; 1
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
TEN ; 2011 ; 0 ; 0 ; 1 ; 1
TEN ; 2011 ; 0 ; 0 ; 1 ; 1
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
OAK ; 2011 ; 1 ; 0 ; 0 ; 0
OAK ; 2011 ; 0 ; 0 ; 1 ; 1
IND ; 2011 ; 0 ; 0 ; 1 ; 1
IND ; 2011 ; 0 ; 0 ; 1 ; 1
KC ; 2011 ; 0 ; 0 ; 1 ; 1
IND ; 2011 ; 0 ; 0 ; 1 ; 1
KC ; 2011 ; 0 ; 0 ; 1 ; 1
KC ; 2011 ; 0 ; 0 ; 1 ; 1
KC ; 2011 ; 0 ; 0 ; 1 ; 1
JAC ; 2011 ; 0 ; 0 ; 1 ; 1
CIN ; 2011 ; 0 ; 0 ; 1 ; 1
CIN ; 2011 ; 0 ; 0 ; 1 ; 0
JAC ; 2011 ; 0 ; 0 ; 1 ; 1
CIN ; 2011 ; 0 ; 0 ; 1 ; 1
CIN ; 2011 ; 0 ; 0 ; 1 ; 1
SEA ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
SEA ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 1 ; 1 ; 0 ; 0
SEA ; 2011 ; 0 ; 0 ; 1 ; 1
SEA ; 2011 ; 0 ; 0 ; 1 ; 1
MIN ; 2011 ; 0 ; 0 ; 1 ; 1
MIN ; 2011 ; 0 ; 0 ; 1 ; 1
MIN ; 2011 ; 0 ; 0 ; 1 ; 1
MIN ; 2011 ; 0 ; 0 ; 1 ; 1
ARI ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
CAR ; 2011 ; 0 ; 0 ; 1 ; 0
NO ; 2011 ; 0 ; 0 ; 1 ; 1
CAR ; 2011 ; 0 ; 0 ; 1 ; 1
CAR ; 2011 ; 0 ; 0 ; 1 ; 1
CAR ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
SF ; 2011 ; 0 ; 0 ; 1 ; 1
SF ; 2011 ; 0 ; 0 ; 1 ; 1
SF ; 2011 ; 0 ; 0 ; 1 ; 1
SF ; 2011 ; 0 ; 0 ; 1 ; 1
SF ; 2011 ; 0 ; 0 ; 1 ; 1
SF ; 2011 ; 0 ; 0 ; 1 ; 1
NE ; 2011 ; 0 ; 0 ; 1 ; 1
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
NE ; 2011 ; 0 ; 0 ; 1 ; 1
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
NE ; 2011 ; 0 ; 0 ; 1 ; 1
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
DEN ; 2011 ; 0 ; 0 ; 1 ; 1
SD ; 2011 ; 0 ; 0 ; 1 ; 1
SD ; 2011 ; 0 ; 0 ; 1 ; 1
DEN ; 2011 ; 1 ; 1 ; 0 ; 0
DEN ; 2011 ; 1 ; 0 ; 0 ; 0
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 1 ; 0 ; 0 ; 0
GB ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 0 ; 0 ; 1 ; 1
CIN ; 2011 ; 0 ; 0 ; 1 ; 1
IND ; 2011 ; 0 ; 0 ; 1 ; 1
CIN ; 2011 ; 0 ; 0 ; 1 ; 1
IND ; 2011 ; 0 ; 0 ; 1 ; 1
CIN ; 2011 ; 0 ; 0 ; 1 ; 1
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
JAC ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
WAS ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
SF ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 1 ; 0 ; 0 ; 0
SF ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
CAR ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
CAR ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
OAK ; 2011 ; 0 ; 0 ; 1 ; 1
CLE ; 2011 ; 0 ; 0 ; 1 ; 1
OAK ; 2011 ; 0 ; 0 ; 1 ; 1
OAK ; 2011 ; 0 ; 0 ; 1 ; 1
CLE ; 2011 ; 0 ; 0 ; 1 ; 1
BAL ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
BAL ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
TB ; 2011 ; 0 ; 0 ; 1 ; 1
TB ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
NE ; 2011 ; 0 ; 0 ; 1 ; 1
DAL ; 2011 ; 0 ; 0 ; 1 ; 1
NE ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
MIN ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
MIA ; 2011 ; 1 ; 0 ; 0 ; 0
DEN ; 2011 ; 0 ; 0 ; 1 ; 1
DEN ; 2011 ; 1 ; 1 ; 0 ; 0
SD ; 2011 ; 0 ; 0 ; 1 ; 1
SD ; 2011 ; 0 ; 0 ; 1 ; 1
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
SD ; 2011 ; 0 ; 0 ; 1 ; 1
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
TEN ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
CAR ; 2011 ; 0 ; 0 ; 1 ; 1
WAS ; 2011 ; 0 ; 0 ; 1 ; 1
CAR ; 2011 ; 0 ; 0 ; 1 ; 1
CAR ; 2011 ; 0 ; 0 ; 1 ; 1
WAS ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
TB ; 2011 ; 1 ; 0 ; 0 ; 0
TB ; 2011 ; 0 ; 0 ; 1 ; 1
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
ARI ; 2011 ; 0 ; 0 ; 1 ; 1
ARI ; 2011 ; 0 ; 0 ; 1 ; 1
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
ARI ; 2011 ; 1 ; 0 ; 0 ; 0
KC ; 2011 ; 0 ; 0 ; 1 ; 1
KC ; 2011 ; 0 ; 0 ; 1 ; 1
KC ; 2011 ; 0 ; 0 ; 1 ; 1
KC ; 2011 ; 0 ; 0 ; 1 ; 1
MIN ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
MIN ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
MIN ; 2011 ; 0 ; 0 ; 1 ; 1
DAL ; 2011 ; 0 ; 0 ; 1 ; 1
DAL ; 2011 ; 0 ; 0 ; 1 ; 1
STL ; 2011 ; 0 ; 0 ; 1 ; 1
DAL ; 2011 ; 0 ; 0 ; 1 ; 1
DAL ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
IND ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
BAL ; 2011 ; 0 ; 0 ; 1 ; 1
MIA ; 2011 ; 0 ; 0 ; 1 ; 1
MIA ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
JAC ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
JAC ; 2011 ; 0 ; 0 ; 1 ; 1
TEN ; 2011 ; 0 ; 0 ; 1 ; 1
TEN ; 2011 ; 0 ; 0 ; 1 ; 1
IND ; 2011 ; 0 ; 0 ; 1 ; 1
TEN ; 2011 ; 0 ; 0 ; 1 ; 1
MIN ; 2011 ; 0 ; 0 ; 1 ; 1
CAR ; 2011 ; 0 ; 0 ; 1 ; 1
CAR ; 2011 ; 0 ; 0 ; 1 ; 1
MIN ; 2011 ; 0 ; 0 ; 1 ; 1
CAR ; 2011 ; 0 ; 0 ; 1 ; 1
MIN ; 2011 ; 0 ; 0 ; 1 ; 1
STL ; 2011 ; 0 ; 0 ; 1 ; 1
STL ; 2011 ; 0 ; 0 ; 1 ; 1
STL ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
STL ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
ARI ; 2011 ; 0 ; 0 ; 1 ; 1
ARI ; 2011 ; 0 ; 0 ; 1 ; 1
ARI ; 2011 ; 0 ; 0 ; 1 ; 1
BAL ; 2011 ; 0 ; 0 ; 1 ; 1
BAL ; 2011 ; 0 ; 0 ; 1 ; 1
BAL ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
DET ; 2011 ; 0 ; 0 ; 1 ; 1
DEN ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 0 ; 0 ; 1 ; 1
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
NE ; 2011 ; 0 ; 0 ; 1 ; 1
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
NE ; 2011 ; 0 ; 0 ; 1 ; 1
SF ; 2011 ; 0 ; 0 ; 1 ; 1
SF ; 2011 ; 0 ; 0 ; 1 ; 1
CLE ; 2011 ; 0 ; 0 ; 1 ; 1
CIN ; 2011 ; 0 ; 0 ; 1 ; 1
CIN ; 2011 ; 0 ; 0 ; 1 ; 1
SEA ; 2011 ; 1 ; 0 ; 0 ; 0
CIN ; 2011 ; 0 ; 0 ; 1 ; 1
CIN ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
DAL ; 2011 ; 0 ; 0 ; 1 ; 1
KC ; 2011 ; 0 ; 0 ; 1 ; 1
KC ; 2011 ; 0 ; 0 ; 1 ; 1
SD ; 2011 ; 1 ; 1 ; 0 ; 0
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
NYJ ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 1 ; 1 ; 0 ; 0
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
HOU ; 2011 ; 0 ; 0 ; 1 ; 1
CLE ; 2011 ; 1 ; 0 ; 0 ; 0
MIA ; 2011 ; 0 ; 0 ; 1 ; 1
MIA ; 2011 ; 0 ; 0 ; 1 ; 1
MIA ; 2011 ; 0 ; 0 ; 1 ; 1
MIA ; 2011 ; 0 ; 0 ; 1 ; 1
DAL ; 2011 ; 0 ; 0 ; 1 ; 1
DAL ; 2011 ; 0 ; 0 ; 1 ; 1
SEA ; 2011 ; 0 ; 0 ; 1 ; 1
SF ; 2011 ; 0 ; 0 ; 1 ; 1
WAS ; 2011 ; 1 ; 1 ; 0 ; 0
NO ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
NO ; 2011 ; 0 ; 0 ; 1 ; 1
TB ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
IND ; 2011 ; 0 ; 0 ; 1 ; 1
ATL ; 2011 ; 0 ; 0 ; 1 ; 1
DEN ; 2011 ; 0 ; 0 ; 1 ; 1
OAK ; 2011 ; 0 ; 0 ; 1 ; 1
OAK ; 2011 ; 0 ; 0 ; 1 ; 1
DEN ; 2011 ; 0 ; 0 ; 1 ; 1
OAK ; 2011 ; 0 ; 0 ; 1 ; 1
DEN ; 2011 ; 0 ; 0 ; 1 ; 1
DEN ; 2011 ; 0 ; 0 ; 1 ; 1
DEN ; 2011 ; 0 ; 0 ; 1 ; 1
CIN ; 2011 ; 0 ; 0 ; 1 ; 1
TEN ; 2011 ; 0 ; 0 ; 1 ; 1
TEN ; 2011 ; 0 ; 0 ; 1 ; 1
CIN ; 2011 ; 0 ; 0 ; 1 ; 1
CIN ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
NE ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
NE ; 2011 ; 0 ; 0 ; 1 ; 1
NYG ; 2011 ; 0 ; 0 ; 1 ; 1
SD ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
SD ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
SD ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
GB ; 2011 ; 0 ; 0 ; 1 ; 1
SD ; 2011 ; 0 ; 0 ; 1 ; 1
SD ; 2011 ; 0 ; 0 ; 1 ; 1
ARI ; 2011 ; 0 ; 0 ; 1 ; 1
ARI ; 2011 ; 1 ; 1 ; 0 ; 0
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
PIT ; 2011 ; 0 ; 0 ; 1 ; 1
BAL ; 2011 ; 0 ; 0 ; 1 ; 1
BAL ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
PHI ; 2011 ; 0 ; 0 ; 1 ; 1
CHI ; 2011 ; 0 ; 0 ; 1 ; 1
OAK ; 2011 ; 0 ; 0 ; 1 ; 1
OAK ; 2011 ; 0 ; 0 ; 1 ; 1
SD ; 2011 ; 0 ; 0 ; 1 ; 1
OAK ; 2011 ; 0 ; 0 ; 1 ; 1
SD ; 2011 ; 0 ; 0 ; 1 ; 1
DAL ; 2011 ; 0 ; 0 ; 1 ; 1
DAL ; 2011 ; 0 ; 0 ; 1 ; 1
DAL ; 2011 ; 0 ; 0 ; 1 ; 1
BUF ; 2011 ; 0 ; 0 ; 1 ; 1
